Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.07565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,1.29979,-2.08392,1.25177,-0.271964,0,0,0,0,0,0,0,0
1.12385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.38825,-1.98003e-14,-0.103889,-0.164115,-0.0835542,0.313605,-0.12548,0,0,0,0,0,0,0,0
